Cliente,Estado,Género,Valor de vida del cliente,Ingreso,Prima mensual del auto,Tipo de póliza,Clase del vehículo,Monto total de reclamo
JL70559,Arizona,F,531086.1767000001,0.0,72.0,Personal Auto,Four-Door Car,345.6
IS95117,Arizona,F,587482.0212,35301.0,74.0,Personal Auto,Four-Door Car,128.643975
YU66872,California,F,857988.9155000001,21829.0,111.0,Personal Auto,Sports Car,532.8
WK62379,Washington,F,890396.6435,15142.0,116.0,Personal Auto,Two-Door Car,792.609747
WR85740,Arizona,F,814976.9437,0.0,71.0,Corporate Auto,Two-Door Car,340.8
YY58769,Arizona,M,257016.2134,58498.0,67.0,Personal Auto,Four-Door Car,321.6
YK83904,Nevada,F,258556.01299999998,64592.0,64.0,Personal Auto,Four-Door Car,307.2
IE36279,California,M,284484.9804,80306.0,71.0,Corporate Auto,Two-Door Car,340.8
FT61724,California,F,463355.08749999997,29105.0,117.0,Personal Auto,Sports Car,272.612048
YV63603,Arizona,F,667889.9026,47137.0,84.0,Personal Auto,Four-Door Car,161.640052
PT52001,Nevada,F,222286.50160000002,0.0,62.0,Corporate Auto,Two-Door Car,446.4
FM83188,Washington,F,852275.9016,0.0,109.0,Corporate Auto,SUV,723.786607
RN96985,Oregon,F,2508217.8899999997,0.0,100.0,Personal Auto,SUV,1000.850446
OA59724,Washington,F,347926.0311,66711.0,86.0,Corporate Auto,Two-Door Car,366.381387
LY83340,Oregon,F,785158.2938999999,48943.0,65.0,Corporate Auto,Two-Door Car,105.068788
AX99820,Arizona,F,250950.8795,0.0,71.0,Personal Auto,Four-Door Car,511.2
MH13358,Oregon,F,285426.694,34807.0,73.0,Personal Auto,Two-Door Car,472.043042
UQ51981,Oregon,F,887979.0016999999,52583.0,113.0,Personal Auto,SUV,528.20086
JQ60102,California,M,839261.8913,0.0,111.0,Corporate Auto,Sports Car,617.396701
CB52667,Washington,F,527947.8432,92589.0,65.0,Personal Auto,Four-Door Car,312.0
YP29527,Oregon,M,827233.0818,96689.0,103.0,Personal Auto,Sports Car,37.802583
GW89349,Nevada,M,766242.9998999999,0.0,73.0,Corporate Auto,Four-Door Car,525.6
ZD72991,California,M,489997.7003,76594.0,122.0,Personal Auto,SUV,832.453791
CS51928,Arizona,M,450886.2933,83777.0,112.0,Personal Auto,Sports Car,377.354191
IJ18945,Washington,F,309432.0237,20954.0,78.0,Special Auto,Four-Door Car,534.501024
EF21564,Nevada,M,438315.05049999995,84491.0,110.0,Personal Auto,SUV,156.282093
AY35539,Oregon,F,253070.51369999998,89451.0,63.0,Personal Auto,Four-Door Car,61.769564
XJ96507,Arizona,F,829165.9086,85132.0,106.0,Personal Auto,SUV,501.134524
ZG95780,Arizona,M,816431.2729999999,11193.0,114.0,Personal Auto,SUV,820.8
GI55977,Oregon,F,233735.18199999997,28806.0,61.0,Personal Auto,Four-Door Car,292.8
BV63942,Washington,M,900240.9572000001,76184.0,111.0,Corporate Auto,Two-Door Car,532.8
PF81183,California,M,538949.9465,66429.0,136.0,Corporate Auto,Sports Car,57.712985
HV16877,California,F,272158.5434,43278.0,68.0,Personal Auto,Four-Door Car,326.4
XO92596,California,M,600584.7375,13528.0,86.0,Personal Auto,Four-Door Car,412.8
IQ73438,California,M,555583.0205,74015.0,72.0,Personal Auto,Four-Door Car,471.443077
FY74419,Nevada,F,547006.0561,54507.0,138.0,Personal Auto,SUV,702.990032
JQ30166,Oregon,F,1561090.065,0.0,119.0,Personal Auto,Four-Door Car,439.352186
WC22220,Arizona,M,261661.3903,72302.0,66.0,Corporate Auto,Two-Door Car,316.8
OT66924,Oregon,F,468152.815,14606.0,72.0,Personal Auto,Four-Door Car,439.772868
UC21019,Arizona,M,489010.93,0.0,68.0,Personal Auto,Four-Door Car,689.282166
YW88487,Arizona,F,745734.4801,43406.0,187.0,Personal Auto,Luxury SUV,897.6
CA45756,Arizona,F,2218588.045,60426.0,62.0,Corporate Auto,Two-Door Car,133.284622
JY42899,California,M,530508.7084,26334.0,71.0,Personal Auto,Two-Door Car,340.8
KM72781,Washington,F,947062.4437000001,22514.0,80.0,Personal Auto,Four-Door Car,203.469143
DV62119,Arizona,F,354814.8767,76114.0,88.0,Personal Auto,Four-Door Car,422.4
DO12179,Oregon,M,245153.5793,48791.0,62.0,Personal Auto,Two-Door Car,69.794432
ER20865,California,M,865265.2451,65605.0,111.0,Corporate Auto,Two-Door Car,377.781658
YQ95507,Oregon,F,253522.3185,69259.0,63.0,Personal Auto,Four-Door Car,362.51794
VW65691,Oregon,F,431406.56570000004,0.0,64.0,Personal Auto,Four-Door Car,460.8
LL55780,Oregon,F,673105.0335,0.0,62.0,Corporate Auto,Four-Door Car,446.4
WK29536,Oregon,F,777958.8181,90969.0,65.0,Personal Auto,Four-Door Car,190.751345
UX87980,Nevada,M,280528.6098,50180.0,77.0,Personal Auto,Four-Door Car,360.499075
TJ68521,Washington,M,525196.8272,41991.0,67.0,Personal Auto,Four-Door Car,88.382536
RJ57593,Arizona,M,804487.2393,71391.0,67.0,Personal Auto,Four-Door Car,284.000172
YI83073,California,F,425028.26240000007,0.0,61.0,Personal Auto,Four-Door Car,292.8
QQ18636,Arizona,F,1389167.638,70725.0,70.0,Corporate Auto,Four-Door Car,336.0
JV23769,Oregon,F,272535.64040000003,36650.0,69.0,Personal Auto,Four-Door Car,56.60333
PA19547,Washington,M,477989.3422,54194.0,119.0,Personal Auto,SUV,112.268583
IH91478,Oregon,F,480895.7973,23554.0,61.0,Personal Auto,Two-Door Car,142.459804
OR78439,Arizona,M,865886.3813,62464.0,109.0,Corporate Auto,Sports Car,400.181882
CW15758,Oregon,F,921554.1928000001,71888.0,115.0,Personal Auto,SUV,552.0
RY26286,California,M,506842.62580000004,80846.0,65.0,Corporate Auto,Four-Door Car,227.183015
YP71513,Oregon,M,487971.3235,0.0,67.0,Personal Auto,Four-Door Car,321.6
CJ51511,Arizona,F,1346692.071,11432.0,119.0,Corporate Auto,SUV,571.2
GQ11852,Oregon,F,1330618.451,39017.0,170.0,Personal Auto,SUV,592.85751
TC29250,California,M,735018.2328,0.0,108.0,Personal Auto,Sports Car,777.6
HX63408,Arizona,M,482243.60370000004,73769.0,61.0,Corporate Auto,Four-Door Car,121.654567
LJ15849,Arizona,F,355484.52640000003,58557.0,88.0,Personal Auto,Four-Door Car,55.510526
NC40609,Nevada,M,313557.9831,0.0,91.0,Corporate Auto,Four-Door Car,707.264022
JZ23377,Oregon,F,5752050.151000001,48367.0,161.0,Personal Auto,SUV,772.8
TB17648,Arizona,M,251541.1468,39718.0,65.0,Personal Auto,Four-Door Car,366.531664
OP68330,Oregon,F,724749.5684,0.0,96.0,Personal Auto,Four-Door Car,460.8
GO53814,Oregon,F,487895.0256,43358.0,61.0,Corporate Auto,Two-Door Car,400.294938
VW11431,California,F,297191.9417,83873.0,76.0,Personal Auto,Two-Door Car,218.374041
FG96614,California,F,1130260.169,22361.0,95.0,Personal Auto,Four-Door Car,530.667993
KQ98040,California,F,799659.7066,70061.0,99.0,Corporate Auto,Four-Door Car,699.517349
DP23630,California,M,741181.3055,0.0,73.0,Personal Auto,Four-Door Car,525.6
No31089,Arizona,F,317947.4225,65742.0,79.0,Personal Auto,Four-Door Car,277.360797
TU15769,Washington,M,2265853.6520000002,23665.0,67.0,Personal Auto,Four-Door Car,404.817249
DA20791,California,M,377486.1293,66457.0,95.0,Personal Auto,Four-Door Car,456.0
AE89300,Arizona,F,822477.0259000001,82634.0,104.0,Personal Auto,SUV,324.097433
UE13511,Oregon,F,256358.2441,0.0,69.0,Corporate Auto,Four-Door Car,331.2
MS46793,Oregon,M,239391.53689999998,0.0,70.0,Personal Auto,Four-Door Car,425.266308
ME22430,Nevada,M,245357.07940000002,29735.0,69.0,Personal Auto,Four-Door Car,331.2
JZ28710,California,M,514387.8519,61417.0,65.0,Personal Auto,Two-Door Car,206.01822
HP80279,Oregon,F,737851.0732,0.0,105.0,Personal Auto,SUV,756.0
EH22538,California,M,257419.8807,43846.0,65.0,Personal Auto,Four-Door Car,125.52458
JP87331,Arizona,M,2231505.787,0.0,67.0,Personal Auto,Four-Door Car,482.4
VA89684,Nevada,F,243048.4375,33775.0,61.0,Personal Auto,Two-Door Car,292.8
XS68865,Oregon,M,616099.9344,96988.0,77.0,Personal Auto,Two-Door Car,369.6
IZ13533,Arizona,M,791213.2168,0.0,114.0,Personal Auto,Two-Door Car,820.8
JB47784,Oregon,F,553482.1886,81945.0,68.0,Personal Auto,Four-Door Car,47.451832
LT79371,Arizona,F,238267.2856,0.0,65.0,Personal Auto,Four-Door Car,27.031485
DE78840,Nevada,F,699124.8086999999,19019.0,186.0,Personal Auto,Luxury SUV,1003.050834
PU25554,Oregon,F,288532.8202,62579.0,72.0,Personal Auto,Four-Door Car,326.242099
ZI47098,California,F,4178790.343,46587.0,119.0,Personal Auto,Four-Door Car,571.2
CN53343,Arizona,F,284856.44659999997,0.0,81.0,Personal Auto,Four-Door Car,583.2
IN18876,Arizona,F,812302.3295,0.0,78.0,Special Auto,Four-Door Car,561.6
FV38119,Washington,M,966110.3686,0.0,135.0,Corporate Auto,SUV,648.0
YD89516,California,M,448813.46880000003,0.0,66.0,Corporate Auto,Four-Door Car,758.460636
BN89470,California,M,456127.30199999997,29327.0,118.0,Special Auto,Four-Door Car,627.898468
VZ64716,Oregon,M,1154617.372,81081.0,96.0,Corporate Auto,Four-Door Car,206.211089
FU17577,Oregon,F,378881.4643,0.0,106.0,Personal Auto,SUV,763.2
QY37300,Nevada,M,1350263.148,57222.0,112.0,Personal Auto,Sports Car,297.187468
UI84849,Arizona,M,856396.8057,91147.0,107.0,Personal Auto,Sports Car,50.473675
MN81810,California,F,291347.5108,76638.0,73.0,Personal Auto,Four-Door Car,435.189747
XN42396,California,M,754058.4824,29697.0,64.0,Personal Auto,Four-Door Car,147.128736
VZ13840,Arizona,M,695053.2764,0.0,61.0,Corporate Auto,Four-Door Car,301.402778
NI27358,Arizona,F,725513.7772,67352.0,181.0,Personal Auto,Luxury Car,560.947563
LO39834,Oregon,F,433406.4096,23904.0,123.0,Personal Auto,SUV,590.4
WX18073,Arizona,M,630749.7245,0.0,88.0,Personal Auto,Four-Door Car,422.4
PG27422,California,F,590484.7853,89953.0,74.0,Corporate Auto,Four-Door Car,274.165887
AX56708,California,M,479448.1412,20862.0,68.0,Personal Auto,Four-Door Car,326.4
JI80257,Nevada,F,918015.4161,47663.0,114.0,Personal Auto,Sports Car,103.702555
EK95340,Washington,M,835551.2557,49564.0,105.0,Corporate Auto,Four-Door Car,661.608936
FS67856,California,M,1386992.705,28432.0,118.0,Personal Auto,SUV,612.300581
JX27737,California,M,1345219.28,32356.0,117.0,Personal Auto,Two-Door Car,428.490681
SY81273,Oregon,M,1679885.832,55269.0,71.0,Personal Auto,Two-Door Car,340.8
FZ16327,California,F,827311.1579,0.0,116.0,Personal Auto,Four-Door Car,509.513764
XC26395,Oregon,M,740883.6056,76771.0,95.0,Personal Auto,Two-Door Car,91.674854
HA72996,Nevada,F,434930.875,75648.0,108.0,Corporate Auto,SUV,112.660916
WP51328,Oregon,M,474496.74590000004,20698.0,68.0,Personal Auto,Two-Door Car,248.422693
CP47989,Oregon,F,1720805.642,29734.0,63.0,Corporate Auto,Two-Door Car,649.83837
JO75190,Nevada,M,867358.7,43963.0,110.0,Corporate Auto,SUV,528.0
AP47670,California,M,249791.0013,29465.0,63.0,Personal Auto,Four-Door Car,302.4
BT61680,Arizona,F,3206987.526,24851.0,103.0,Personal Auto,SUV,604.289428
KX23022,Arizona,M,331225.3233,0.0,107.0,Corporate Auto,SUV,770.4
KB20508,California,M,1082837.347,11033.0,97.0,Special Auto,Two-Door Car,511.120131
HU89665,Oregon,F,1212836.5110000002,20495.0,61.0,Personal Auto,Four-Door Car,292.8
HD12841,California,F,550568.7336,95766.0,68.0,Personal Auto,Four-Door Car,162.557048
AR63478,California,M,671534.2541,0.0,65.0,Corporate Auto,Four-Door Car,655.073317
UP90711,Oregon,F,283667.7371,61029.0,72.0,Personal Auto,Two-Door Car,114.429816
EK58626,Oregon,M,356159.5726,0.0,105.0,Personal Auto,SUV,504.0
CA14631,California,M,655239.9896,56188.0,86.0,Special Auto,Four-Door Car,175.972039
AU98438,Arizona,F,283398.0142,94812.0,70.0,Personal Auto,Four-Door Car,121.025058
RD96782,California,F,509951.3147,0.0,70.0,Personal Auto,Two-Door Car,336.0
SY66568,Oregon,F,941552.7030999999,55338.0,116.0,Corporate Auto,Two-Door Car,556.8
WE52979,California,F,364483.3554,82477.0,90.0,Personal Auto,Two-Door Car,432.0
PL56477,Oregon,F,292751.6316,20852.0,73.0,Personal Auto,Two-Door Car,383.789732
XK20264,Washington,F,922794.5752,0.0,82.0,Personal Auto,Two-Door Car,296.637382
DV57698,Oregon,F,314842.409,0.0,83.0,Personal Auto,Two-Door Car,544.217453
RD53171,Arizona,F,306311.4594,0.0,95.0,Personal Auto,Two-Door Car,456.0
PK23339,Arizona,F,341795.3745,72460.0,85.0,Personal Auto,Four-Door Car,370.018108
GA74551,Oregon,M,2359468.02,76358.0,66.0,Personal Auto,Four-Door Car,86.461582
BS26376,California,M,751913.3631,96306.0,95.0,Corporate Auto,Four-Door Car,185.355353
WW74234,Arizona,F,396943.3177,49544.0,101.0,Personal Auto,SUV,0.769185
UA26783,Oregon,M,487407.48000000004,0.0,68.0,Personal Auto,Two-Door Car,609.323227
DV38369,California,M,726161.5478,0.0,101.0,Corporate Auto,SUV,727.2
ZM42260,Arizona,M,800596.4669,63357.0,101.0,Personal Auto,SUV,565.508572
EB34435,Arizona,M,299613.9865,0.0,82.0,Corporate Auto,Four-Door Car,590.4
QY41527,Arizona,M,417594.5269,23060.0,109.0,Corporate Auto,SUV,731.350857
WG61503,Arizona,M,849185.8636,27781.0,71.0,Corporate Auto,Four-Door Car,340.8
TY59969,Arizona,M,240217.20690000002,43246.0,62.0,Personal Auto,Four-Door Car,52.435202
DO20853,Oregon,F,477547.5851,14254.0,124.0,Corporate Auto,SUV,595.2
CD14267,Nevada,M,423518.39989999996,60334.0,106.0,Corporate Auto,Four-Door Car,111.164747
WL40338,California,F,510716.3002,35625.0,65.0,Personal Auto,Four-Door Car,288.572108
GV75215,Oregon,F,1316760.512,54684.0,111.0,Corporate Auto,Sports Car,302.137164
CN91738,Oregon,M,252030.1352,56228.0,65.0,Personal Auto,Two-Door Car,276.877348
UR36951,Oregon,M,518928.95820000005,82166.0,134.0,Personal Auto,SUV,643.2
JU87932,Oregon,F,289331.3855,30406.0,73.0,Personal Auto,Four-Door Car,350.4
IR50609,Arizona,M,398554.7406,75007.0,101.0,Personal Auto,Four-Door Car,668.773522
VI18029,Washington,M,241463.8309,79271.0,62.0,Personal Auto,Four-Door Car,232.753598
CC46747,Arizona,F,1868830.707,0.0,76.0,Personal Auto,Four-Door Car,364.8
ZK58906,California,M,1658971.2370000002,59414.0,140.0,Personal Auto,SUV,65.022258
SQ70457,Oregon,M,2333182.9000000004,44719.0,66.0,Personal Auto,Four-Door Car,316.8
ZA37110,Nevada,F,469903.41349999997,0.0,129.0,Personal Auto,SUV,291.744204
HH23204,California,F,239557.00000000003,21986.0,63.0,Personal Auto,Two-Door Car,333.696228
IE29890,Oregon,F,886148.2361,58480.0,113.0,Personal Auto,SUV,542.4
VO25412,Washington,F,893682.3519,37520.0,74.0,Special Auto,Two-Door Car,163.576763
ME37051,California,M,734049.6505,50165.0,62.0,Personal Auto,Two-Door Car,129.999138
DL17162,Arizona,M,2645393.5119999996,42961.0,83.0,Personal Auto,Four-Door Car,398.4
DD27563,Oregon,M,634247.3656,86687.0,80.0,Personal Auto,Four-Door Car,274.159702
IA27050,Oregon,F,656081.5344,0.0,93.0,Personal Auto,Four-Door Car,41.617367
UQ63751,Arizona,F,668759.3818,23772.0,83.0,Personal Auto,Four-Door Car,100.652984
MV26494,California,M,368125.3483,0.0,98.0,Personal Auto,Four-Door Car,354.939043
EN89709,Arizona,F,255553.5685,18241.0,65.0,Personal Auto,Two-Door Car,151.991098
QN68814,Oregon,M,237379.50759999998,0.0,65.0,Corporate Auto,Two-Door Car,312.0
NE70831,California,F,273265.2352,86650.0,69.0,Personal Auto,Two-Door Car,323.865715
FV72595,Arizona,M,470371.85799999995,0.0,137.0,Personal Auto,SUV,1554.089517
VZ81004,Oregon,F,1925984.494,35973.0,159.0,Personal Auto,Sports Car,763.2
VM89271,Arizona,M,384456.9357,26262.0,97.0,Personal Auto,Four-Door Car,465.6
CL97519,California,M,468344.33479999995,25187.0,121.0,Personal Auto,SUV,580.8
RN71166,Oregon,F,517408.1063,88081.0,64.0,Personal Auto,Four-Door Car,82.483947
PJ86059,Oregon,F,265586.4573,83460.0,66.0,Corporate Auto,Four-Door Car,443.44552
BP34620,California,F,561507.3509,19949.0,74.0,Corporate Auto,Four-Door Car,355.2
HI58196,Oregon,M,316117.1297,0.0,92.0,Personal Auto,Two-Door Car,897.379535
OZ58610,Arizona,M,757564.7415,0.0,109.0,Personal Auto,SUV,784.8
WC34456,California,F,398539.8895,77739.0,98.0,Personal Auto,Four-Door Car,428.563553
FC15606,Oregon,F,970637.5239000001,23649.0,122.0,Personal Auto,SUV,535.606632
UM99946,Arizona,M,773665.4606,68980.0,98.0,Personal Auto,Four-Door Car,464.038577
JG94795,Oregon,F,417948.8639,60010.0,103.0,Special Auto,Four-Door Car,494.4
GD93408,California,F,575901.1129000001,30968.0,74.0,Corporate Auto,Two-Door Car,45.425684
QO12561,California,M,416539.6419,0.0,116.0,Personal Auto,Four-Door Car,556.8
VI12822,Washington,F,263255.25779999996,99841.0,65.0,Personal Auto,Four-Door Car,312.0
CT84535,California,M,388545.6401,0.0,105.0,Personal Auto,Four-Door Car,504.0
NT36519,California,M,816194.4953000001,32967.0,105.0,Personal Auto,SUV,504.0
WT86597,Oregon,M,1302413.0119999999,0.0,125.0,Personal Auto,SUV,900.0
ZJ27465,California,F,1413723.043,31794.0,119.0,Personal Auto,SUV,571.2
QF75939,Washington,F,370067.8124,36710.0,94.0,Personal Auto,Four-Door Car,676.8
MC73302,Oregon,F,551103.3293999999,36267.0,69.0,Personal Auto,Four-Door Car,263.454037
WE21182,Oregon,M,516949.93700000003,12430.0,73.0,Personal Auto,Four-Door Car,350.4
TD90906,Oregon,F,604402.0038,93715.0,74.0,Personal Auto,Four-Door Car,532.8
WB66665,Nevada,F,434930.875,75648.0,108.0,Corporate Auto,SUV,112.660916
ZP26168,Washington,F,968812.9179,24584.0,66.0,Corporate Auto,Four-Door Car,279.706613
ZG56744,California,M,552821.2807,36088.0,72.0,Personal Auto,Four-Door Car,345.6
BO81145,Arizona,M,789450.05,21723.0,104.0,Personal Auto,SUV,748.8
BQ28323,Oregon,F,593581.5989,63833.0,73.0,Personal Auto,Four-Door Car,199.460544
WD38315,California,M,452033.93269999995,0.0,61.0,Personal Auto,Four-Door Car,304.156333
IS73434,Arizona,F,321914.6148,45892.0,81.0,Corporate Auto,Four-Door Car,388.8
VO94890,Oregon,M,593557.2178999999,90263.0,74.0,Personal Auto,Two-Door Car,355.2
ZH43085,Washington,M,232257.25619999997,0.0,63.0,Corporate Auto,Four-Door Car,453.6
HQ10502,Oregon,M,1169200.974,40548.0,98.0,Personal Auto,Four-Door Car,470.4
SP46702,Oregon,M,1017524.41,0.0,99.0,Corporate Auto,Two-Door Car,831.340966
JB60515,Washington,M,251397.1107,50450.0,63.0,Personal Auto,Four-Door Car,302.4
TK49887,California,F,289777.9107,0.0,85.0,Personal Auto,Two-Door Car,612.0
EG16813,Arizona,F,551524.6935,75963.0,69.0,Corporate Auto,Two-Door Car,102.147789
SI13406,Arizona,F,346983.69779999997,32714.0,87.0,Personal Auto,Four-Door Car,513.041633
WC11272,Oregon,F,690755.4242,42790.0,87.0,Personal Auto,Two-Door Car,290.057111
TU27563,Oregon,F,364724.61100000003,20694.0,94.0,Personal Auto,Two-Door Car,451.2
IL72707,California,F,326515.6348,25820.0,82.0,Personal Auto,Four-Door Car,393.6
DZ62350,California,M,251428.2096,24744.0,65.0,Personal Auto,Four-Door Car,312.0
VV82891,Washington,F,446299.7006,0.0,73.0,Personal Auto,Two-Door Car,350.4
UQ41461,Washington,F,457067.3702,27538.0,63.0,Personal Auto,Four-Door Car,285.843893
NI58226,Oregon,F,275265.50299999997,81280.0,68.0,Personal Auto,Four-Door Car,308.349562
VA78645,California,M,218865.50550000003,0.0,67.0,Personal Auto,Four-Door Car,321.6
UY61301,Nevada,M,271014.9379,0.0,73.0,Personal Auto,Four-Door Car,350.4
XC25965,Washington,F,1475435.923,26486.0,128.0,Personal Auto,SUV,614.4
EB93628,Oregon,F,1075940.004,0.0,97.0,Personal Auto,Two-Door Car,465.6
PK35830,Oregon,M,1235711.512,0.0,182.0,Personal Auto,Luxury SUV,1953.87972
KY98596,Arizona,M,503339.07980000007,68331.0,63.0,Personal Auto,Four-Door Car,302.4
CI19819,Arizona,M,237061.89479999998,0.0,71.0,Personal Auto,Two-Door Car,511.2
TN82637,Nevada,M,1123631.135,21636.0,64.0,Personal Auto,Two-Door Car,213.587367
FA90739,Oregon,M,1247664.759,0.0,121.0,Corporate Auto,SUV,871.2
FD62224,Oregon,F,1464151.818,0.0,133.0,Personal Auto,SUV,1386.870718
KE45653,California,F,473184.4073,0.0,64.0,Personal Auto,Four-Door Car,307.2
FC10193,Washington,F,1062049.148,35601.0,69.0,Personal Auto,Four-Door Car,249.803437
DO48835,Oregon,M,1347880.0,0.0,198.0,Corporate Auto,Luxury SUV,1425.6
VK44934,California,M,887320.1307,28558.0,119.0,Personal Auto,SUV,797.558033
XB89264,Nevada,F,526092.1627,60101.0,66.0,Corporate Auto,Two-Door Car,1.332349
XL49151,Arizona,M,279200.9458,22426.0,76.0,Corporate Auto,Four-Door Car,528.391284
FG42635,Oregon,M,1001866.117,30720.0,139.0,Personal Auto,SUV,778.463303
FE12805,Oregon,F,718027.0931,34161.0,186.0,Personal Auto,SUV,892.8
GT17701,Oregon,F,301203.9703,42987.0,77.0,Personal Auto,Four-Door Car,128.490137
CH76379,Oregon,M,423681.43529999995,0.0,61.0,Personal Auto,Four-Door Car,292.8
QT77453,Arizona,F,528336.2834,80928.0,132.0,Corporate Auto,SUV,538.545218
BS90503,Washington,F,539509.1602,86640.0,67.0,Personal Auto,Four-Door Car,65.457366
MX93376,California,F,691356.6525,26714.0,64.0,Personal Auto,Two-Door Car,307.2
KT54608,Arizona,M,261933.7376,78618.0,66.0,Corporate Auto,Two-Door Car,225.578841
CY18875,Oregon,F,839012.2077,0.0,78.0,Personal Auto,Four-Door Car,732.340362
YT74573,California,M,1372779.972,0.0,126.0,Personal Auto,SUV,604.8
WL46640,Nevada,M,448201.51070000004,62977.0,115.0,Corporate Auto,SUV,552.0
CY49953,Oregon,F,282755.957,0.0,79.0,Special Auto,Four-Door Car,568.8
FD72269,California,F,558496.1718,19724.0,72.0,Personal Auto,Four-Door Car,345.6
RE29039,California,F,756885.152,27558.0,65.0,Personal Auto,Four-Door Car,312.0
TA35356,California,F,966433.0983,86054.0,239.0,Personal Auto,Luxury Car,115.166422
HS88081,California,F,648068.1366,42846.0,81.0,Corporate Auto,Four-Door Car,286.142521
SM52948,Nevada,F,870761.9537000001,57107.0,110.0,Personal Auto,SUV,528.0
ZL30083,Oregon,M,904898.3447,0.0,119.0,Personal Auto,Sports Car,571.2
MP22051,Washington,M,261585.2084,54314.0,66.0,Personal Auto,Four-Door Car,282.770894
OF38237,California,F,487882.97130000003,29950.0,61.0,Personal Auto,Two-Door Car,292.8
KL27677,Nevada,F,1079375.7040000001,24195.0,90.0,Personal Auto,Two-Door Car,360.269404
NX58648,Oregon,F,552808.0912,0.0,73.0,Personal Auto,Four-Door Car,388.819919
WP19664,Arizona,M,460587.485,47481.0,116.0,Personal Auto,SUV,556.8
LB83807,Oregon,M,834341.2803999999,63354.0,106.0,Personal Auto,Two-Door Car,508.8
EL44544,Oregon,F,1300924.125,57591.0,66.0,Corporate Auto,Four-Door Car,316.8
ST99840,Nevada,F,748601.9078,0.0,71.0,Corporate Auto,Four-Door Car,340.8
ZS15062,Oregon,M,954771.004,34919.0,82.0,Personal Auto,Four-Door Car,277.871312
RJ68578,Oregon,M,811070.4417,76879.0,101.0,Corporate Auto,Sports Car,487.102627
AE74442,California,F,737945.6823,61584.0,61.0,Corporate Auto,Four-Door Car,205.294927
TF80571,California,M,661261.7859,28792.0,185.0,Corporate Auto,Sports Car,1166.603776
YH31618,Oregon,F,745223.3634,0.0,105.0,Corporate Auto,Two-Door Car,504.0
HZ39407,Washington,M,268653.5218,26713.0,71.0,Personal Auto,Four-Door Car,142.695319
GX38439,California,F,447018.10839999997,0.0,129.0,Personal Auto,SUV,928.8
FF65294,Oregon,M,1034801.348,34244.0,87.0,Personal Auto,Four-Door Car,417.6
GC40999,Oregon,M,1179049.617,25251.0,66.0,Personal Auto,Four-Door Car,316.8
BA87048,Washington,M,456612.3651,0.0,68.0,Personal Auto,Four-Door Car,326.4
DE23903,Oregon,F,590597.1667,59848.0,73.0,Personal Auto,Two-Door Car,131.614733
UP30859,Nevada,F,749205.5948999999,39815.0,64.0,Special Auto,Four-Door Car,91.391245
PY17715,California,F,342715.4407,58840.0,86.0,Corporate Auto,Two-Door Car,73.27252
NU22358,Washington,F,518162.0895,97131.0,64.0,Special Auto,Four-Door Car,307.2
BR77413,Arizona,M,468646.96739999996,58089.0,118.0,Personal Auto,SUV,566.4
FI17798,California,M,271012.066,0.0,71.0,Personal Auto,Four-Door Car,340.8
KN32615,Arizona,F,431334.397,0.0,126.0,Personal Auto,SUV,656.57161
EB86696,California,M,475536.505,21808.0,119.0,Special Auto,SUV,571.2
YB14965,Arizona,M,3651604.5599999996,89771.0,114.0,Personal Auto,SUV,432.409662
ZD42550,Nevada,F,779206.7056,36776.0,65.0,Corporate Auto,Four-Door Car,240.186527
FI61655,Arizona,M,254999.8419,31213.0,65.0,Corporate Auto,Four-Door Car,312.0
PC30692,Oregon,M,752128.2545,0.0,115.0,Personal Auto,SUV,987.293841
EK71077,California,F,1151036.033,0.0,61.0,Corporate Auto,Four-Door Car,439.2
ED91989,Arizona,M,799925.1628,0.0,107.0,Personal Auto,SUV,513.6
JH58573,California,M,792718.2997,32555.0,68.0,Personal Auto,Two-Door Car,86.912677
YP75411,Arizona,M,2112311.66,0.0,69.0,Personal Auto,Two-Door Car,496.8
FV33188,Washington,M,245357.07940000002,29735.0,69.0,Personal Auto,Four-Door Car,331.2
ZQ94561,Washington,M,298154.91969999997,80590.0,74.0,Corporate Auto,Four-Door Car,97.928632
JZ16164,Oregon,F,511075.5667,22565.0,132.0,Personal Auto,SUV,633.6
MU63232,Arizona,M,535185.3544,54817.0,137.0,Personal Auto,SUV,209.504391
CG13512,Oregon,M,901581.9465000001,0.0,62.0,Personal Auto,Two-Door Car,42.642554
ZR86524,Oregon,F,590361.2641,55393.0,74.0,Corporate Auto,Four-Door Car,2.173552
UG38549,California,F,885273.4284,0.0,83.0,Personal Auto,Four-Door Car,597.6
HJ37943,California,F,1333338.849,75634.0,110.0,Personal Auto,Two-Door Car,432.805382
QA72881,Oregon,M,865886.3813,62464.0,109.0,Personal Auto,Sports Car,400.181882
BL54814,Arizona,M,487115.057,72648.0,61.0,Personal Auto,Four-Door Car,120.850664
MG72449,Nevada,F,527919.8663999999,77167.0,66.0,Personal Auto,Four-Door Car,137.086695
VR66049,Washington,M,668902.2728,56980.0,84.0,Corporate Auto,Two-Door Car,599.000883
KC17606,California,F,524455.0941999999,27444.0,66.0,Personal Auto,Four-Door Car,313.931213
LB12820,Oregon,M,668885.7444,57289.0,86.0,Corporate Auto,Two-Door Car,562.224942
ZH30674,Oregon,M,840830.8374000001,84091.0,105.0,Personal Auto,Four-Door Car,380.560266
